epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.18301,1.04472,3.79585,1.34598,0.05105,0.83333,0.44733,0.4216,0.3225,2.99373,0.19804,8.75e-05,8.75e-05,8.75e-05
